Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits,Ticker
2025-01-30 09:30:00-05:00,41.400001525878906,41.44990158081055,39.880001068115234,40.689998626708984,2200056,0.0,0.0,MRNA
2025-01-30 10:30:00-05:00,40.599998474121094,42.369998931884766,40.56999969482422,42.01499938964844,2355006,0.0,0.0,MRNA
2025-01-30 11:30:00-05:00,42.01499938964844,42.540000915527344,41.650001525878906,41.7599983215332,1041294,0.0,0.0,MRNA
2025-01-30 12:30:00-05:00,41.7400016784668,42.41999816894531,40.320098876953125,41.85499954223633,2796359,0.0,0.0,MRNA
2025-01-30 13:30:00-05:00,41.85499954223633,42.290000915527344,41.540000915527344,42.16999816894531,704501,0.0,0.0,MRNA
2025-01-30 14:30:00-05:00,42.17499923706055,42.18000030517578,41.279998779296875,41.279998779296875,934625,0.0,0.0,MRNA
2025-01-30 15:30:00-05:00,41.279998779296875,41.40999984741211,40.880001068115234,41.040000915527344,1359406,0.0,0.0,MRNA
2025-01-31 09:30:00-05:00,41.185001373291016,41.459999084472656,40.63010025024414,40.720001220703125,1181584,0.0,0.0,MRNA
2025-01-31 10:30:00-05:00,40.75,41.12969970703125,40.27000045776367,41.029998779296875,869929,0.0,0.0,MRNA
2025-01-31 11:30:00-05:00,41.029998779296875,41.310001373291016,40.81999969482422,41.119998931884766,540098,0.0,0.0,MRNA
2025-01-31 12:30:00-05:00,41.084999084472656,41.119998931884766,40.349998474121094,40.459999084472656,451176,0.0,0.0,MRNA
2025-01-31 13:30:00-05:00,40.470001220703125,40.5,39.91999816894531,40.11600112915039,755058,0.0,0.0,MRNA
2025-01-31 14:30:00-05:00,40.13999938964844,40.21989822387695,39.52000045776367,39.75,633742,0.0,0.0,MRNA
2025-01-31 15:30:00-05:00,39.75,40.040000915527344,39.310001373291016,39.44499969482422,1162229,0.0,0.0,MRNA
2025-02-03 09:30:00-05:00,38.02000045776367,38.650001525878906,37.08000183105469,37.529998779296875,2366793,0.0,0.0,MRNA
2025-02-03 10:30:00-05:00,37.529998779296875,38.11000061035156,37.150001525878906,37.3849983215332,1797421,0.0,0.0,MRNA
2025-02-03 11:30:00-05:00,37.400001525878906,37.489898681640625,35.93000030517578,36.30500030517578,3252330,0.0,0.0,MRNA
2025-02-03 12:30:00-05:00,36.30500030517578,36.470001220703125,36.040000915527344,36.15999984741211,1161758,0.0,0.0,MRNA
2025-02-03 13:30:00-05:00,36.165000915527344,37.040000915527344,36.15999984741211,36.869998931884766,1361727,0.0,0.0,MRNA
2025-02-03 14:30:00-05:00,36.8849983215332,37.2599983215332,36.81999969482422,36.84000015258789,996099,0.0,0.0,MRNA
2025-02-03 15:30:00-05:00,36.845001220703125,36.911399841308594,36.369998931884766,36.54999923706055,1602191,0.0,0.0,MRNA
2025-02-04 09:30:00-05:00,36.650001525878906,37.91999816894531,34.29999923706055,34.3650016784668,5727233,0.0,0.0,MRNA
2025-02-04 10:30:00-05:00,34.40999984741211,35.36000061035156,34.316001892089844,35.2599983215332,5891927,0.0,0.0,MRNA
